benchmark_num_bands,void_speed_fraction,max_velocity_update_m_per_s,FWI stage,Stage description,Metric short name,Metric full name,Value,Unit,Formula used,Meaning,Good result
0,0.5,4216.5,Stage 1,20 MHz low-frequency FWI reconstruction,MAE,Mean Absolute Error,923.2559204101562,m/s,mean(abs(reconstructed_speed - true_speed)),Average absolute velocity error inside the inversion mask.,Lower is better.
0,0.5,4216.5,Stage 1,20 MHz low-frequency FWI reconstruction,RMSE,Root Mean Squared Error,1435.2301025390625,m/s,sqrt(mean((reconstructed_speed - true_speed)^2)),"Typical velocity error, with large errors penalized more strongly.",Lower is better.
0,0.5,4216.5,Stage 1,20 MHz low-frequency FWI reconstruction,Bias,Mean Signed Error,466.3248596191406,m/s,mean(reconstructed_speed - true_speed),Average signed error. Positive means too fast; negative means too slow.,Closer to zero is better.
0,0.5,4216.5,Stage 1,20 MHz low-frequency FWI reconstruction,NRMSE,Normalized Root Mean Squared Error,34.03842544555664,%,100 * RMSE / (max(true_speed) - min(true_speed)),RMSE expressed as percent of the true velocity range.,Lower is better.
0,0.5,4216.5,Stage 1,20 MHz low-frequency FWI reconstruction,Correlation,Pearson Spatial Correlation,-0.12231963224733658,unitless,"corrcoef(reconstructed_speed_flat, true_speed_flat)",Spatial similarity between reconstructed and true velocity maps.,Closer to 1 is better.
0,0.5,4216.5,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,MAE,Mean Absolute Error,1062.083251953125,m/s,mean(abs(reconstructed_speed - true_speed)),Average absolute velocity error inside the inversion mask.,Lower is better.
0,0.5,4216.5,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,RMSE,Root Mean Squared Error,1583.1822509765625,m/s,sqrt(mean((reconstructed_speed - true_speed)^2)),"Typical velocity error, with large errors penalized more strongly.",Lower is better.
0,0.5,4216.5,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,Bias,Mean Signed Error,554.1090698242188,m/s,mean(reconstructed_speed - true_speed),Average signed error. Positive means too fast; negative means too slow.,Closer to zero is better.
0,0.5,4216.5,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,NRMSE,Normalized Root Mean Squared Error,37.547306060791016,%,100 * RMSE / (max(true_speed) - min(true_speed)),RMSE expressed as percent of the true velocity range.,Lower is better.
0,0.5,4216.5,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,Correlation,Pearson Spatial Correlation,-0.12549716594001592,unitless,"corrcoef(reconstructed_speed_flat, true_speed_flat)",Spatial similarity between reconstructed and true velocity maps.,Closer to 1 is better.
